id;name;lat;lon;city;address;website;description;image_url;google_place_id;google_rating;google_user_ratings_total;google_editorial_summary
gym_000640;Öxnehagas utegym;57.7740877;14.2546555;Huskvarna;Oxhagsgatan 115 Öxnegården, 561 50 Huskvarna;;;;ChIJwYhHRCltWkYRjVNMcomuGIs;4.4;313;
gym_000641;Oxtungans utegym;59.371461;17.819829;Stockholm;Sandviksvägen, 16570, Hässelby;https://motionera.stockholm/hitta-utegym/utegym/oxtungans-utegym;Oxtungans utegym finns i anslutning till Oxtungans lekplats. Här finns redskap i metall och trä där man kan träna ben, rygg, mage, armar, skuldror, axlar, bröst samt stretcha. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Oxtungans utegym ligger i parkmiljö omgiven av stora träd nära Oxtungans lekplats. Underlaget för redskapen består av bark och redskapen är av metall och trä. Här finns också en basketbollkorg att träna på. Belysningen vid utegymmet och lekplatsen är ur funktion. Stadsdelsförvaltningen undersöker vad det kan bero på.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/35c5d113-b446-432f-a46d-61db96302df1.jpeg;ChIJPcemVpifX0YRr2Cj0hAKQ5g;3.3;3;
gym_000642;P18 Utegym;57.6059302;18.2805278;Visby;621 50 Visby;;;;ChIJmRXXfbKo90YRO50uNayN_Ow;4.4;39;
gym_000643;Påarps utegym;56.0355088;12.8211034;Påarp;Lokvägen 31G, 253 52 Påarp;;;;ChIJcZ2oCQDNU0YRiTcISt-yaSk;5.0;1;
gym_000644;Pålsundsparkens utegym;59.319611;18.033342;Stockholm;Söder Mälarstrand 97, 11732, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/palsundsparkens-utegym;Utegymmet är stängt på grund av arbeten i parken. Öppnar preliminärt våren 2026. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Här kan du göra pullups och situps. Det finns ett redskap för överkroppsträning, för ryggen samt för stående crosstraining. Utegymmet är beläget längs med den fina strandpromenaden. Här finns även en instruktionstavla och en bänk.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/435ffb15-f0f1-45a3-922c-f2b1185b6901.jpeg;;;;
gym_000645;Paltaspårets utomhusgym;57.4801321;11.9770984;;Paltaspårets utomhusgym, Ekåsvägen, Backa, Kungsbacka kommun, Hallands län, 434 94, Sverige;;;;ChIJTwoU1J7pT0YRf_P4VqYfEeE;;;
gym_000646;Paradisparkens utegym;60.4892783;15.4031879;Borlänge;784 52 Borlänge;;;;ChIJw8Akjgx_Z0YRhBIbylv5FmQ;4.4;87;
gym_000647;Parkleken Stråkets utegym;59.3600176;17.8309944;Hässelbystrand;Fyrspannsgatan, Hässelby strand, Hässelby-Vällingby stadsdelsområde, Stockholms kommun, Stockholms län, 165 62, Sverige;;;;;;;
gym_000648;Parkourbana;56.0423336;14.1843895;;Gustav Hellströms väg, Österäng, Kristianstad, Kristianstads kommun, Skåne län, 291 44, Sverige;;;;;;;
gym_000649;Parkourbana;60.3490593;15.7610489;;Parkourbana, Myntvägen, Nya staden, Säter, Säters kommun, Dalarnas län, 783 35, Sverige;;;;;;;
gym_000650;Påvelunds utegym;57.66826865674838;11.882871480380377;Göteborg;Redegatan 18, 426 77 Västra Frölunda;;;;ChIJ4b_lpiWNT0YRG8IMxH-_-QI;;;
gym_000651;Pep Park Huvudsta allés utegym;59.344609;17.9961011;;Pep Park Huvudsta alle, Huvudsta allé, Västra skogen, Huvudsta, Solna, Solna kommun, Stockholms län, 171 60, Sverige;;A quick 4min training course;;;;;
gym_000652;Pershagens utegym;59.1495037397687;17.6586755083333;Södertälje;;;Pershagens utegym är kan besökarna träna hela kroppen och lite till. Det ligger nära motionsspåret vid Trollsjön, bredvid Saltsjöns Förskola. Rullstolsanpassad ingång;;ChIJs759TuhtX0YR-2BY5EIXjn4;4.0;4;
gym_000653;Perslunds utegym;56.1311225;12.943519;Åstorp;Perslund 1, 265 38 Åstorp;;;;ChIJD6PqPunTU0YRTqDsH2ItwN8;5.0;4;
gym_000654;Petersburgs utegym;58.3732824;13.4374745;Skara;Björkelundsgatan, 532 40 Skara;;;;ChIJPa2ymXLgWkYRyiuUq1_ITzY;4.5;135;
gym_000655;Piffl - Dalens utegym;57.6815397;11.934873;Göteborg;Vedbacken 20, 414 76 Göteborg;;;;ChIJP1TUliTzT0YRigiI4VNMAUo;4.5;105;
gym_000656;Plikta (utegym 2294);57.6897144262713;11.944486817936546;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6320;På Pliktas lekplats i Slottsskogen ligger ett utegym med åtta maskiner för träning både med egen kroppsvikt och med motstånd. Redskapen är även anpassade för mer seniora användare. Närmsta hållplats: Linnéplatsen På Pliktas lekplats i Slottsskogen ligger ett utegym med åtta maskiner för träning både med egen kroppsvikt och med motstånd. Redskapen är även anpassade för mer seniora användare. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a339cfc4d247ccaa21db_6347d1b7118251387c466c59_large.jpg;ChIJKV4yOz7zT0YRKoC_l1C2fl8;4.5;19;
gym_000657;Porsöuddens utegym;65.6156576;22.1585484;Luleå;Forskarvägen 104A, 977 53 Luleå;;;;ChIJMc6cQ2llf0YRrNl8QyS8Uoc;4.0;1;
gym_000658;Positivparken (utegym 2312);57.65583095505673;11.911947733781668;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6963;Ett litet utegym med tre redskap för situps, armgång och bröstpress. Närmaste hållplats : Keplers gata;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/623d9bddc73922183f30a241_62beed1e31eac24e533f7b5c_large.jpg;ChIJOZxrz8jyT0YRdBR6kBQtDCg;;;
gym_000659;Prästgårdslidens utegym;58.3304737;15.1326794;Mjölby;Prästgårdsgärdet, 595 42 Mjölby;;;;ChIJy22ERIvXW0YRLazu7ig2-qY;3.7;3;
gym_000660;Prostsjöns utegym;57.1891019;14.0486689;Värnamo;Prostgårdsvägen 3, 331 31 Värnamo;;;;ChIJnb7mQgDBUEYRBALg3cYDaGo;4.0;1;
gym_000661;Proto Street Workout Park;55.7214667;13.2170033;Lund;Kämnärsvägen 40, 226 45 Lund;;;;ChIJud_nNlOXU0YRMCfBEOpUgFc;3.0;1;
gym_000662;Råby IPs utegym;59.6030347;16.4953898;Västerås;Fredriksbergsgatan, Hammarby, Västerås, Västerås kommun, Västmanlands län, 724 72, Sverige;;;;;;;
gym_000663;Råbylund Outdoor Gym;55.68843161987059;13.229777711035746;Lund;224 80 Lund, Sweden;;;;ChIJAevtW-aXU0YRlOytN-mHpgY;4.7;3;
gym_000664;Rålambshovsparkens utegym;59.328582;18.029949;Stockholm;Rålambshovsparken, 11235, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/ralambshovsparkens-utegym;Detta utegym ligger i mitten av Rålambshovsparken, mot Rålambshovsleden. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/f044eaec-457e-401b-a0c8-050a22d606f6.jpeg;ChIJNeUHNtR3X0YR1tqae4TeXbY;3.7;14;
gym_000665;Ramsjös utegym;60.042872;17.5463069;Björklinge;Ramsjö Backe, Ramsjö, Skommarbo, Björklinge, Uppsala kommun, Uppsala län, 743 62, Sverige;;;;;;;
gym_000666;Raoul Wallenbergskolans utegym;59.3842633;17.9863076;Solna;Fridensborgsvägen, Råstahem, Järva, Solna, Solna kommun, Stockholms län, 170 68, Sverige;;;;;;;
gym_000667;Rasselbygds utegym;56.6475064;15.5470171;Emmasboda;Sträva, Grimmansmåla, Emmaboda, Emmaboda kommun, Kalmar län, 361 33, Sverige;;;;;;;
gym_000668;Råssla utegym;58.6638833;16.3766711;Krokek;20, Råsslavägen, Kolmården, Krokek, Norrköpings kommun, Östergötlands län, 616 33, Sverige;;;;;;;
gym_000669;Råstaparks utegym;59.3755798;17.9853941;;;;;;ChIJqZpVZ9CdX0YRTETf4AkMeLI;3.9;29;
gym_000670;Ravinen Hinderbana Jönköpings Kommun;57.7876882;14.234461;Jönköping;Huskvarnavägen, 554 66 Jönköping;;;;ChIJMQ4e5A9tWkYRXGG5H9GxObY;4.1;317;
gym_000671;Rävlanda utegym;57.649896540881485;12.497882866408723;Rävlanda;Hedvägen, Högahed, Rävlanda, Härryda kommun, Västra Götalands län, 438 52, Sverige;;Gymmen består av 9 redskap vardera med möjlighet till mångsidig och varierad träning.;;;;;
gym_000672;Remonthagens utegym;63.1782322;14.6718379;Östersund;Remontvägen, 831 43 Östersund;;;;ChIJtz18qSq5b0YRjjuHhUAK5WI;3.9;10;
gym_000673;Revingeheds utegym;55.7142828;13.4933876;Revingehed;;;;;;;;
gym_000674;Ribersborgs utegym;55.60061733519652;12.959100901563115;Malmö;Ribersborgsvägen 6, 216 13 Limhamn, Sweden;;Denna mötesplats är mer än bara ett utegym. Den består av flera olika delar som tillsammans utgör en helhet: utegym, plats för gruppträning, klätterställning, ringbana, yogaplats och ännu mer!;;ChIJe41wtsenU0YRlaN1fdVRAyI;4.5;19;
gym_000675;Rimsmedsgatan (utegym 2352);57.7307783716387;11.971439123153688;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=7403;Merparten av utegymmet är i trä med träning i en vacker miljö vid Idtjärnet. Här finns balansträning, battleropes och maskiner med reglerbara vikter för knäböj och axelpress. Det här gymmet har ett trädäck som vetter mot en gräsyta där gruppträning kommer anordnas. Merparten av utegymmet är i trä med träning i en vacker miljö vid Idtjärnet. Här finns balansträning, battleropes och maskiner med reglerbara vikter för knäböj och axelpress. Det här gymmet har ett trädäck som vetter mot en gräsyta där gruppträning kommer anordnas. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/66dae14b7da5b37475a1d4e6_66dae1f9600b4c12d8eb474f_large.jpg;;;;
gym_000676;Ringvallens utegym;58.3407033;16.4397219;Ringarum;Tallvägen, Fårhagen, Takmossen, Ringarum, Valdemarsviks kommun, Östergötlands län, Sverige;;;;;;;
gym_000677;Rinkebyskogens utegym;59.4257957;18.0246468;Enebyberg;182 49 Enebyberg;;;;ChIJkwbkxwecX0YR3ffeYLBXTvI;4.2;6;
gym_000678;Rissne IPs utegym;59.376961;17.9319854;Sundbyberg;174 59 Sundbyberg;;;;;;;
gym_000679;Robertsfors utegym;64.1899669;20.8465902;Robertsfors;915 32 Robertsfors;;;;;;;
gym_000680;Röbo utomhusgym;59.8828754;17.6256091;;;https://www.uppsala.se/kultur-och-fritid/aktiviteter-motion-och-idrott/motion-och-bad/utegym/utegymmet-i-robo/;;;ChIJu4FKsG7MX0YRmiSDagzDKxM;3.8;19;
gym_000681;Röllingbyparkens utegym;59.4904813;18.2917333;Åkersberga;Hantverksvägen, Runö, Åkersberga, Österåkers kommun, Stockholms län, 184 32, Sverige;;;;;;;
gym_000682;Romelevallens utegym;55.634314;13.504018;Lund;Idrottsgatan 2, 247 62 Veberöd, Sweden;;;;;;;
gym_000683;Ronehamns utegym;57.1722307;18.4858873;Hemse;Rone Nystrandsvägen 3, 623 47 Hemse;;;;ChIJN6sXuXFl90YRaAXIK9J5d-4;3.9;88;
gym_000684;Rönnby utegym;59.6390274;16.5229432;Västerås;722 43 Västerås;;;;ChIJ2YZxc2pnXkYRxNaKIQ3t4xs;4.0;3;
gym_000685;Rörsjöparken Outdoor Gym;55.60570392775631;13.017691715718325;Malmö;Drottninggatan 8, 212 11 Malmö, Sweden;;Utegymmet i Rörsjöparken ligger ut mot Drottninggatan. Gymmet ligger vid motionsslingor så träningen i gymmet kan med fördel kombineras med löpning eller rask promenad.;;ChIJdbt5R-GjU0YRY8q3lvyrYZ0;;;
gym_000686;Rosendals allaaktivitetsplats;59.8336476;17.6292036;Uppsala;Arne Tiselius gata 47, 752 55 Uppsala;;;;ChIJl3cjBgDLX0YR32HdOX5dMDU;4.8;5;
gym_000687;Rosenholms utegym;56.2168389;15.6050701;Karlskrona;Framgångsvägen, 371 55 Karlskrona;;;;ChIJwdvvnedrVkYRHP0gfr115Ao;3.0;5;
gym_000688;Roslag-Länna IFs utegym;59.6261837;18.5031235;Riala;Riala Elljusspåret, Rangmora, Riala, Norrtälje kommun, Stockholms län, 761 13, Sverige;;;;;;;
gym_000689;Rossö utegym och aktivitetsplats;58.8511442;11.1750189;Strömstad;Rossöhamn 4, 452 95 Strömstad;;;;ChIJKyQKLwA5REYRgeBpF5vbR-k;;;
gym_000690;Rosviks utegym;65.4292837;21.6724877;Rosvik;2,8km, Rosvik, Piteå kommun, Norrbottens län, 945 33, Sverige;;;;;;;
gym_000691;Rudans utegym;59.1625563;18.1302295;Haninge;Rudanvägen 42, 136 50 Haninge;;;;ChIJt_UoqGR7X0YRs9zXC0PI91A;4.4;37;
gym_000692;Ruddalens utegym (6003);57.66337874877;11.911024499252443;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6342;Kvibergs Parks utegym ligger i Kvibergs Park, bortanför Beach Center i anslutning till motionsspåren. Utegymmet är ett stockgym med träredskap där du kan styrketräna hela kroppen. Här finns också en träplatta för stretching och återhämtning. Här kan du till exempel gå balansgång, göra dips mot stång, kroppshäv och upphopp. Hitta instruktioner för redskapen på goteborg.se/tranagratis . Utegymmet är obemannat och till för alla. Turas om och lämna plats åt varandra. Närmaste hållplats: Kviberg (spårvagn) eller Kvibergsskolan (buss). ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a2fdcfc4d247cca9eec0_61f3a4a44492d75adde05444_large.jpg;ChIJlY7r3jDzT0YR1VhAtFk_eGI;4.5;11;
gym_000693;Rudsjöparkens utegym;59.324413;18.2060695;Nacka;Rudsjövägen 58, 131 47 Nacka;;;;;;;
gym_000694;Runby utomhusgym;59.5223898;17.8723684;Upplands Väsby;Prästtorpsvägen 5, 194 47 Upplands Väsby;;;;ChIJd0ERDeCjX0YRy1UKbTuuF68;4.3;6;
gym_000695;Rydskogens utegym;58.4131869;15.5844481;Linköping;Stenbrötsgatan 70, 582 47 Linköping;;;;ChIJ55fQfENvWUYRSWKdJQdUT5U;4.1;324;
gym_000696;Rymdlekplatsens utegym;60.4901202;15.4012156;Borlänge;Kornstigen 27A, 784 52 Borlänge;;;;ChIJw8Akjgx_Z0YRhBIbylv5FmQ;4.4;87;
gym_000697;Rymdtorgets aktivitetsyta;57.75741678368725;12.070062897322517;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6664;I Länsmansgården på Hisingen hittar du Länsmansgårdens aktivitetsyta - en plats för rörelseglädje. Här kan alla röra på sig - oavsett ålder och träningsvana. Här finns ett utegym anpassat för vuxna och unga över 140 centimeter, hinderbana för barn från sex år, hinderbana för vuxna, studsmatta, volträcke, scen, löparbana, streetbasketplan och rugbyplan. Närmaste hållplats: Svarte mossen och Temperaturgatan.;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a318cfc4d247ccaa05b0_61f398484492d75adde020bb_large.jpg;ChIJpwPOWSL1T0YR7Q3tVrgignc;;;
gym_000698;S:t Hans backar Utegym;55.724147;13.189556;Lund;226 49 Lund, Sweden;;;;ChIJnUcou0OXU0YRwH2KkZOlRFo;;;
gym_000699;Sadelbackens utegym och aktivitetspark;59.4681209;18.3406533;Åkersberga;184 60 Åkersberga;;;;;;;
gym_000700;Safjällets utegym;57.6674099;12.0015958;Mölndal;431 39 Mölndal;;I Safjället finns ett utegym för varierad träning med redskap för axelpress, hävstänger, plattform för rygglyft och sit-ups, stocktrappa, däckhinder och battle rope. Utegymmet totalrenoverades våren 2023 där man också har utökat gymytan.;https://www.molndal.se/images/18.56df5c2e1884c3f45a6699df/1744359682738/Safj%C3%A4llet%20utegym.webp;ChIJeVoWzaTzT0YRUfXFnnva3dM;4.4;7;
gym_000701;Sågmyras utegym;60.70832;15.2966733;Sågmyra;Svensvägen, Vrebro, Sågmyra, Falu kommun, Dalarnas län, 790 22, Sverige;;;;;;;
gym_000702;Saimaparkens utegym;59.263326;18.080571;Stockholm;Saimaparken, 16475, Kista;https://motionera.stockholm/hitta-utegym/utegym/saimaparkens-utegym;Välkommen till Saimaparkens utegym! I en grönskande park mitt i Akalla finns möjlighet att träna utomhus och kostnadsfritt året om. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Förutom utegym finns här en lekplats, solstolar och en gräsyta med fotbollsmål.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/4411088c-c69d-45fc-a354-f275e8572999.jpeg;ChIJN75WqkufX0YRb1WAwdKT32I;4.5;2;
gym_000703;Sala utegym;59.9221675;16.5983063;Sala;Strandvägen, Vasastaden, Kungsängen, Sala, Sala kommun, Västmanlands län, 733 37, Sverige;;;;;;;
gym_000704;Saltsjö-boos utegym;59.3125239;18.2504428;Saltsjö-boo;Skivlingsvägen 24, 132 44 Saltsjö-boo;;;;ChIJQzp9uTGDX0YRQAbEkajuR8I;4.3;26;
gym_000705;Saltsjö-duvnäs utegym;59.3072108;18.1936575;Nacka;131 42 Nacka;;;;;;;
gym_000706;Sandareds utegym;57.7165368;12.8013471;Borås;Saxvägen, Torp, Sandared, Borås kommun, Västra Götalands län, 518 30, Sverige;https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/aktivitetsplatser/utegymochhinderbanor/utegymsandared.4.475fb4b71757ad6c4f6244fa.html;Utegymmet ligger utmed vandringslederna vid Sandaredsån i Sandared. För att komma till utegymmet kan du bland annat följa den röda vandringsleden från Kvarnstigen i Sandared. Utegymmet ägs och sköts av Sandareds Intresseförening.;;;;;
gym_000707;Sandgärdets utegym;58.1804694;16.812402;Gryt;Sandgärdesvägen, 615 96 Gryt;;;;;;;
gym_000708;Sandhamns utegym;59.2868548;18.9152824;Sandhamn;Sandhamn 351, 130 39 Sandhamn;;;;ChIJUayJIQB19UYRw5Yc44P5-44;5.0;2;
gym_000709;Sandhults utegym;57.763294;12.8222829;Sandhult;Alingsåsvägen, Tå, Sandhult, Borås kommun, Västra Götalands län, 504 78, Sverige;https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/aktivitetsplatser/utegymochhinderbanor/utegymsandhult.4.475fb4b71757ad6c4f625585.html;Utegymet finns vid Sandhults idrottsplats Tåängen.;https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/aktivitetsplatser/utegymochhinderbanor/utegymsandhult.4.475fb4b71757ad6c4f625585.html;;;;
gym_000710;Sandövägens utegym;59.3295698;18.2594792;Saltsjö-boo;Brannhällsstigen, Västra Orminge, Orminge, Boo, Nacka kommun, Stockholms län, 132 30, Sverige;;;;;;;
gym_000711;Sandskogens utegym;55.43408273161676;13.850662665653687;Ystad;271 60 Ystad;;;;ChIJ7WI-mEx9VEYR5pdFOJOnHwU;4.1;93;
gym_000712;Sandvikens utegym;67.1374208;20.6293523;Gällivare;Sandviksvägen 27, 982 38 Gällivare;;;;ChIJw-bpqFMf10URls4U0XtUHlA;;;
gym_000713;Sandviksspårets utegym;59.4082199;17.7754092;Viksjö;175 47 Viksjö;;;;ChIJUUHSRZmhX0YR5kgrbWu4ih8;4.3;18;
gym_000714;Sånga-Säbys utegym;59.3666866;17.6517801;Sånga Säby;Sånga-Säbyvägen, Sånga Säby, Ekerö kommun, Stockholms län, 179 97, Sverige;;;;;;;
gym_000715;Sankt Hans utegym;55.7238945;13.1890297;;;;;;ChIJnUcou0OXU0YRwH2KkZOlRFo;4.6;9;
gym_000716;Sankt Olofs utegym;55.6346629582201;14.13033214991592;Sankt Olof;Palmhultsgatan, 277 40 Sankt OLOF;;;;ChIJiaCbBUBpVEYRxzlBknyd0a0;3.7;6;
gym_000717;Sannadalsparkens utegym;59.314996;18.00785;Stockholm;Gröndalsvägen 61, 11768, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/sannadalsparkens-utegym;Utegym i närheten av lekplatsen i Sannadalsparken i centrala Gröndal. Utegymmet är tillgänglighetspassat. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/6c1ca5c3-cae3-45c1-9e1e-270248d423d9.jpeg;;;;
gym_000718;Sannaparken (utegym 2358);57.68511133589444;11.911132344819238;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=7146;Gymmet har en crossfit-träningsställning, där du kan utföra både statisk och dynamisk träning. Du kan träna fokusområden som mage, armar, axlar och ben. Informationstavlan ger råd och tips på övningar för att träna rätt och säkert. Närmaste hållplats : Januarigatan Gymmet har en crossfit-träningsställning, där du kan utföra både statisk och dynamisk träning. Du kan träna fokusområden som mage, armar, axlar och ben. Informationstavlan ger råd och tips på övningar för att träna rätt och säkert. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/62d6b73495e58a4231e3ff4f_62d6b94295e58a4231e40669_large.jpg;ChIJmQ1QmWGNT0YRrzvrK-kKVXk;;;
gym_000719;Säröhus utegym;57.5103944;11.9333965;Särö;Särö Utsiktsväg, Särö, Kungsbacka kommun, Hallands län, 429 41, Sverige;https://sarohus.se/utegym/;;;;;;
gym_000720;Såstaholm utegym;59.4818734;18.0395972;Täby;Såstaholms allé 8, 187 70 Täby;;;;ChIJWfAE4uOZX0YR0vld0o9b_CE;;;
gym_000721;Säteriet Sagoparkens utegym;57.66363573174506;12.098941667513747;Mölnlycke;Tallgården, Pixbo, Mölnlycke, Härryda kommun, Västra Götalands län, 435 32, Sverige;;Gymmen består av 9 redskap vardera med möjlighet till mångsidig och varierad träning.;;;;;
gym_000722;Sätervallens utegym;58.3309592;16.0205437;Åtvidaberg;Gamla Åtvidsvägen, 597 94 Åtvidaberg;https://www.naturkartan.se/sv/ostergotlands-lan/bjorsaters-utegym-och-motionsspaar;;;;;;
gym_000723;Sätradals utegym;59.286279;17.916621;Stockholm;Lövsätragränd 45 A, 12736, Skärholmen;https://motionera.stockholm/hitta-utegym/utegym/satradals-utegym;I Sätradalsparken hittar du ett utegym med sex olika redskap där du använder kroppen som motstånd. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. I Sätradalsparken hittar du ett utegym med sex olika redskap där du använder kroppen som motstånd. Gymmet är därmed lämpligt för människor i alla åldrar och oberoende av funktionsnedsättning. Gymmet är del av Sätra motionsspår, ett motionsspår i upplyst miljö på 2,5 kilometer som riktar sig till flickor och kvinnor.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/1223b8c7-4f9a-417e-b85d-53bfc2186c7f.jpeg;;;;
gym_000724;Sätrastrandsbadet utegym;59.286221;17.893105;Stockholm;Alsätravägen 250, 12730, Skärholmen;https://motionera.stockholm/hitta-utegym/utegym/satrastrandsbadet-utegym;Ett tillgängligt utegym i anslutning till strandbad med badramp, badbrygga och motionsspår. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Du kan kombinera din träning med motionsspåret Skärholmsspåret eller ett dopp i Sätrastrandsbadet!;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/017b9401-2e64-4038-9952-9410a5d522d8.jpeg;;;;
gym_000725;Sättra utegym;59.6224893;18.4405208;Sättra;Byhusvägen, Sättra, Norrtälje kommun, Stockholms län, Sverige;;;;;;;
gym_000726;Sätungaparkens utegym;59.6260053;17.855466;Märsta;Centralgatan, Märsta, Sigtuna kommun, Stockholms län, 195 46, Sverige;;;;;;;
gym_000727;Sävedalens utegym;57.7172154;12.0653891;Göteborg;Hermelinsvägen 8, 433 70 Sävedalen;;;;ChIJnfFocAD1T0YRVux0Mg3YvSQ;4.0;2;
gym_000728;Sävedåns utegym;57.7489101;12.1748222;Jonsered;Vävarevägen, Jonsered, Partille kommun, Västra Götalands län, 433 75, Sverige;;;;ChIJhw8HVwD3T0YRRMfkzT9eJ_A;;;
gym_000729;Saxofongatans utegym;65.3294585;21.4005549;Öjebyn;Saxofongatan, Storstrand, Öjebyn, Piteå kommun, Norrbottens län, 943 31, Sverige;;;;;;;
gym_000730;Scaniaparken;55.61638;12.97614;Malmö;Vimpelgatan 11, 211 71 Malmö, Sweden;;De tre skulpturerna Bollen, Barren och Bron finns i Scaniaparken mellan havet och Turning Torso, i Västra Hamnen. Instruktioner till övningarna finns i stiliserade teckningar på plattor.;;;;;
gym_000731;Scaniaparkens utegym;55.6158917;12.9737901;Malmö;Västra Varvsgatan 51, 211 14 Malmö;;;;;;;
gym_000732;Selmas utegym;57.7499516;11.9848086;Göteborg;Dunfins Gata, Backatorp, Skälltorp, Hisingen, Göteborg, Göteborgs Stad, Västra Götalands län, 422 48, Sverige;;;;;;;
gym_000733;Sernandersvägs utegym;59.8504451;17.5886883;Uppsala;Sernanders väg, Hamberg, Flogsta, Uppsala, Uppsala kommun, Uppsala län, 752 61, Sverige;;Open air Gym;;;;;
gym_000734;Sextorpsvägens utegym;55.8541909849;13.2973428613;Eslöv;Sextorpsvägen;;Intill Rönneberga lekplats finns Sextorpsvägens utegym. Här finns redskap för träning med din egen kroppsvikt. Intill varje redskap finns förslag på övningar du kan göra.;;;;;
gym_000735;Sibbarps utegym;55.57624620088945;12.909288714910083;Malmö;216 11 Malmö, Sweden;;I Sibbarp ligger utegymmet i en aktivitetsyta där du förutom att träna på gymmet kan spela basket och bandy, köra kick bike och rollerblades, klättra eller köra skateboard i Malmös tredje största skatepark. Här finns även plats att leka i sanden och grilla.;;ChIJAQauk_imU0YRUNFrAQyBCtM;3.2;5;
gym_000736;Sickla utegym;59.3023062;18.121601;Nacka;Sickla strand 5, 131 34 Nacka;;;;;;;
gym_000737;Sidsjöns utegym;62.3787445;17.2797215;Sundsvall;Sundsvall Paviljongvägen, 853 57 Sundsvall;;;;ChIJAZfcNQBdZEYRYjDKubO-R-4;5.0;3;
gym_000738;Simlångsdalens utegym;56.7226752;13.1385902;Simlångsdalen;Mahultsvägen 15, 310 38 Simlångsdalen;;;;ChIJAzACBgAJUUYRHw6-DoCNbB4;4.0;1;
gym_000739;Simrisvägens utegym;55.55236834035442;14.338611252288793;Simrishamn;Simrisvägen 9, 272 33 Simrishamn;;;;ChIJlyI4ObZFVEYRKLU9Q6FOwGk;;;
gym_000740;Siporexparkens utegym;60.6418112;16.996053;Valbo;Norra Öbyvägen 22, 818 34 Valbo;;;;;;;
gym_000741;Sisjön (utegym 2403);57.62609737470754;11.966693428848759;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6507;Ett naturgym med sex redskap i trä och metall. Närmaste hållplats : Opaltorget ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a383cfc4d247ccaa63bf_6347d403118251387c46a72b_large.jpg;ChIJzw4MHgDzT0YRyeRzj_vL0fw;;;
gym_000742;Sjöbo utegym;55.6347042;13.7000853;Sjöbo;Törnedalsgatan 50A, 275 37 Sjöbo;;;;ChIJiRblTuZ3VEYRMeQ8wBQMhdg;;;
gym_000743;Sjölunda utegym;58.546877;13.1269201;Lidköping;Förmansvägen, Ekeberg, Gösslunda distrikt, Lidköpings kommun, Västra Götalands län, 531 58, Sverige;;;;;;;
gym_000744;Sjöparkens utegym;67.1365622;20.6717207;Gällivare;Hellebergsvägen 8, 982 35 Gällivare;;;;ChIJr8SxPxYf10URjUmMJk5K8b4;;;
