id;name;lat;lon;city;address;website;description;image_url;google_place_id;google_rating;google_user_ratings_total;google_editorial_summary
gym_000312;Härnösands utegym;62.629884;17.9247306;Härnösand;Gådeåvägen, Gådeåstaden, Härnösand, Härnösands domkyrkodistrikt, Härnösands kommun, Västernorrlands län, 871 41, Sverige;;;;;;;
gym_000313;Hässleholmgårdens utegym;56.153039;13.7472036;Hässleholm;Hovdalavägen 303, 281 35 Hässleholm;;;;;;;
gym_000314;Hässleholms utegym;56.1586119;13.7612418;Hässleholm;Drottninggatan 27, 281 55 Hässleholm;;;;;;;
gym_000315;Hästhagens IP;55.59800;12.98743;Malmö;Fågelbacksgatan 9, 217 44 Malmö, Sweden;;I anslutning till Hästhagens idrottsplats hittar du ett utegym där du tränar med kroppens egen vikt. Här kan du göra övningar för överkropp, bål och ben.;;ChIJk72WzI6hU0YRCfyrv3jexcE;4.0;1;
gym_000316;Hedegärdesbadets utegym;57.507531;12.6323408;Annelund;Hedgärdesvägen, Solbacka, Annelund, Marks kommun, Västra Götalands län, 511 61, Sverige;;;;;;;
gym_000317;Hedemoras utegym;60.2803983;15.9843686;Hedemora;776 32 Hedemora;;;;;;;
gym_000318;Heden utegym;60.940566;17.0487045;;Heden Gymmet, Heden, Häckelsäng, Bergby, Gävle kommun, Gävleborgs län, 817 40, Sverige;;;;ChIJqXmEhdjVYEYRWIfdRqMiwOw;3.0;1;
gym_000319;Hedlundadungens utegym;63.8325524;20.2413212;Umeå;Signalvägen, Väst på stan, Centrala stan, Umeå, Umeå kommun, Västerbottens län, 903 22, Sverige;https://www.umea.se/upplevaochgora/idrottmotionochfriluftsliv/friluftslivochmotion/utegym/hedlundadungen.4.19a41f3a17567e789efbe8.html;Utegymmet i Hedlundadungen består av fem stationer där du använder din egen kroppsvikt för att bland annat träna armar, axlar, ben och mage. I anslutning till utegymmet finns även en joggingslinga.;https://www.umea.se/upplevaochgora/idrottmotionochfriluftsliv/friluftslivochmotion/utegym/hedlundadungen.4.19a41f3a17567e789efbe8.html;;;;
gym_000320;Hellasgårdens utegym;59.289763;18.16082;Stockholm;Ältavägen 101, 13133, Nacka;https://motionera.stockholm/hitta-utegym/utegym/hellasgardens-utegym;Utegymmet ligger precis vid ett av motionsspåren och endast några friska steg från Hellasgården med dess minigolfbana, restaurang, bad & bastu. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/a07ada25-d33f-4d1f-9ce1-bd4a2bf01bca.jpeg;ChIJ8Xi-LYt4X0YRDVEXw7x0AdA;3.9;31;
gym_000321;Hellidsberget Sisustugans utegym;58.173667;13.984995;Tidaholm;;;Utegym på Hellidsberget Sisustugan;;ChIJmz79y71XWkYRtReph108zmE;4.3;74;
gym_000322;Helsingborgs utegym;56.056042;12.7073485;Helsingborg;Ringstorpsvägen 2, 254 42 Helsingborg;;;;ChIJ0QJg8ZEzUkYRgWLtK3eU0ug;;;
gym_000323;Hemlingby utegym;60.6493126;17.1708663;Gävle;Hemlingbyvägen 95, 802 57 Gävle;;;;ChIJ99DlmOPGYEYRAFSLRM0ZSSc;4.5;158;
gym_000324;Hemlingbyvägens utegym;60.648646;17.1667385;Gävle;Hemlingbyvägen, 802 57 Gävle;;;;ChIJMWl5ZuPGYEYRo0CRbsh-feg;4.2;804;
gym_000325;Hemmansvägens utegym;55.8283151284;13.2949146538;Eslöv;Hemmansvägen;;;;;;;
gym_000326;Henriksdals utegym;59.3106695;18.1133971;Henriksdal;Henriksdalsringen, Finnboda, Henriksdal, Nacka kommun, Stockholms län, 131 32, Sverige;;;;;;;
gym_000327;Herkulesparken (utegym 2340);57.716446612579375;11.948533059811068;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6965;En hinderbana med flera olika redskap för träning med kroppsvikt som motstånd. Närmaste hållplats : Kärra centrum En hinderbana med flera olika redskap för träning med kroppsvikt som motstånd. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/623dbc45c73922183f4353f4_623dbe1bc73922183f447198_large.jpg;ChIJ9Zw6Qf31T0YRQnCRGBsfxrg;;;
gym_000328;Hillareds utegym;57.6302852;13.1560019;Hillared;Centralvägen, Mostorp, Hillared, Svenljunga kommun, Västra Götalands län, Sverige;;;;;;;
gym_000329;Hillstamons hinderbana och utegym;62.3716035;17.3319447;Sundsvall;Enhörningsvägen, Sundsvalls tätortsområde, Skönsmons distrikt, Sundsvalls kommun, Västernorrlands län, 854 61, Sverige;;;;ChIJ9dZ4-5ZnZEYRoZYQeBZfQFw;4.6;24;
gym_000330;Himlabadet Utegym;62.3944141;17.2868832;Sundsvall;Universitetsallén 13, 852 34 Sundsvall;;;;ChIJ92K6HkZdZEYR1W0p47IuT2I;5.0;1;
gym_000331;Hinderbanan;57.7423378;12.0421024;;;;;;ChIJoT9Adyz1T0YRjINukdv0zp0;4.5;66;
gym_000332;Hinderbanan i Rävlanda;57.649044;12.4946824;Rävlanda;Hedvägen, Rävlanda, Härryda kommun, Västra Götalands län, 438 52, Sverige;https://www.harryda.se/upplevaochgora/idrottmotionochfriluftsliv/friluftslivochmotion/utegym.4.42a851691818a5d975f25f3.html;;;;;;
gym_000333;Hinderstorpsparkens utegym;59.355634;17.91237;Stockholm;Hinderstorpsgången, 16374, Spånga;https://motionera.stockholm/hitta-utegym/utegym/hinderstorpsparkens-utegym;Ett komplett utegym med 17 stationer, nära Rinkebys nordöstra entré mot Järvafältet. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/29535c46-e48b-4db2-bac7-ce6ff351c366.jpeg;;;;
gym_000334;Hjällbovallen (utegym 2075);57.77874154927663;12.017984050277157;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6489;Längs med naturstigen på Jämmerberget finns ett mindre naturgym med redskap i metall. Närmaste hållplats : Burmans Gata Längs med naturstigen på Jämmerberget finns ett mindre naturgym med redskap i metall. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a2e0cfc4d247cca9d7ba_621f6d8fb10a7b0b2d704ab4_large.jpg;ChIJEw4muQz1T0YRu6mku-x47dM;;;
gym_000335;Hjärups utegym;55.6701183;13.1511744;Hjärup;Parkallén, 245 64 Hjärup;;;;ChIJ1fTpCq6jU0YRu0j7lZYh9og;5.0;1;
gym_000336;Hjorthagens utegym;59.357152;18.09917;Stockholm;Nedanför Dianavägen 30, 11542, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/hjorthagens-utegym;Utegymmet i Hjorthagsparken består av redskap där du främst använder din egen kroppsvikt i träningen. Perfekt att använda på löprundan. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/f0ce1b3d-97a3-4793-92ae-bf150e6f497b.jpeg;ChIJ76hesjqdX0YRrpbAVkIz5l4;3.8;6;
gym_000337;Hjortmosseparkens utegym;58.2765388;12.2896224;Trollhättan;461 51 Trollhättan;;;;ChIJVVVVlVs8RUYRVEq-hmaauuE;4.0;48;
gym_000338;Hjulsta IPs utegym;59.398441;17.8929643;Spånga;Hjulstastråket, Hjulstavägen, 163 35 Spånga;;;;;;;
gym_000339;Hjulsta utegym;59.398844;17.893875;Stockholm;Hjulstastråket 31, 16363, Spånga;https://motionera.stockholm/hitta-utegym/utegym/hjulsta-utegym;Utegym vid Hjulsta bollplan. Här kan du träna hela kroppen genom att använda kroppsvikten och träredskapens tyngd som motstånd. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Utegymmet ligger cirka 400 meter från Hjulsta tunnelbanestation.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/1761f7f9-187a-4b49-9c69-032edd35d4ae.JPG;;;;
gym_000340;Högalidskogens utegym;55.8007242;13.0991817;Kävlinge;Träningsvägen, 244 36 Kävlinge;;;;ChIJtRBXHDS_U0YRGHiox98GwAY;4.5;12;
gym_000341;Högalundparkens utegym;59.1405803;18.1373321;Jordbro;Höglundavägen, Jordbro, Haninge kommun, Stockholms län, 137 64, Sverige;;;;;;;
gym_000342;Höganäs utegym;56.188603;12.5647498;Höganäs;Litteraturvägen 8, 263 35 Höganäs;;;;;;;
gym_000343;Högbo Utegym;60.6691728;16.8189808;Sandviken;Hans Hiertas v 19b, 811 92 Sandviken;;;;ChIJL4XzawDLYEYRYiUQf2e8nHA;;;
gym_000344;Högdalens utegym;59.259274;18.040947;Stockholm;Magelungsvägen 170, 12459, Bandhagen;https://motionera.stockholm/hitta-utegym/utegym/hogdalens-utegym;Välkommen till ett välutrustat och belyst stockgym med barkunderlag, beläget i anslutning till motionsspåret “Håll-i-form-torpet”. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Utegymmet är till för spontanidrott – det kan alltså inte bokas och är inte avsedd för organiserad idrott. Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna. I anslutning till utegymmet finns motionsspåret “Håll-i-form-torpet”. Utegymmet har belysning fram till klockan 22.00.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/e58a1a6f-a9f5-4312-a77d-b36640f9ecf7.jpeg;ChIJYdj5Ux53X0YRu-XI87pzOYQ;4.6;20;
gym_000345;Högslättens utegym;62.6362009;17.9668146;;Högslättens idrottsplats, Brännavägen, Kusthöjden, Härnösand, Härnösands domkyrkodistrikt, Härnösands kommun, Västernorrlands län, 871 60, Sverige;;;;ChIJS5435TybZEYRYO1wB1pIhx8;4.1;9;
gym_000346;Hökarängsbadets utegym;59.248074;18.106684;Stockholm;Hökarängens gård 1, 12869, Farsta;https://motionera.stockholm/hitta-utegym/utegym/hokarangsbadets-utegym;Klicka på Mina favoriter för att jämföra dina sparade verksamheter. På utegymmet finns möjlighet till att träna hela kroppen: Gymmet ligger precis vid Hökarängsbadet så vacker utsikt över Drevviken utlovas! Gymmet ligger alldeles i nära anslutning till Drevvikens strandpromenad. Möjlighet till parkering finns.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/160ac478-86d4-4b8d-838c-2f6a4c36157c.jpeg;;;;
gym_000347;Holiday clubs utegym;63.3987852;13.0739636;Åre;Sankt Olavs väg 37-35, 837 52 Åre;;;;ChIJ117mV9wLbkYRj7F6-_dsN84;5.0;2;
gym_000348;Hölö IPs utegym;59.0241143;17.5430831;Södertälje;Eriksbergsvägen;;Utegymmet på Hölö IP ligger precis nedanför skolan och är ett av flera liknande gym som färdigställts i ÖSP-området det senaste året.;;;;;
gym_000349;Hörbyvägens utegym;55.7766430872;13.5182357888;Löberöd;Hörbyvägen;;;;;;;
gym_000350;Hornåbergs utegym;57.8961369;15.8357138;Horn;Hornåbergsgatan, Flarka, Horn, Kinda kommun, Östergötlands län, Sverige;;;;;;;
gym_000351;Hörnebospårets utegym;58.411553;14.1660267;Tibro;Hörnebospåret, Språttebo, Tibro, Tibro kommun, Västra Götalands län, 543 34, Sverige;;;;;;;
gym_000352;Hornsbergs strands utegym;59.338808;18.007054;Stockholm;Hornsbergs strand, 11215, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/hornsbergs-strands-utegym;Ett mindre utegym som ligger vid vattnet längs Hornsbergs strand. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/8b735859-04cb-4003-b38d-a80c7f7a4026.jpeg;ChIJDXgGg3ydX0YRY_xz-RAstZ8;3.8;8;
gym_000353;Hospitalsträdgårdens utegym;59.838974;17.6564822;Uppsala;Bouleråker Boulebana, Ulleråkersvägen 26, 756 43 Uppsala;;;;ChIJBeiep7zJX0YRLCvR7hgOxTw;4.8;11;
gym_000354;Hotell Aurum Utegym;64.7352164;20.9690577;Skellefteå;Gymnasievägen;https://www.hotellaurum.se/;;;;;;
gym_000355;Huddinges utegym vid Karolinska;59.2190578;17.9328913;Huddinge;Vårdarvägen 1, 141 57 Huddinge;;;;ChIJdVZyCCdxX0YRqrGwWbJICiM;5.0;1;
gym_000356;Humanioragränds utegym;63.823472;20.3084099;Umeå;Humanioragränd, Lilljansberget, Universitets- och sjukhusområdet, Umeå, Umeå kommun, Västerbottens län, 907 13, Sverige;;;;;;;
gym_000357;Humlans utegym;59.340784;18.069843;Stockholm;Humlegården, Engelbrektsgatan 23, 11432, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/humlans-utegym;Detta utegym ligger i Humlegården på Östermalm, intill Humlanhuset i den västra delen av parken. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/a4e1fc3d-e7ba-486c-ba7b-1c891955d7f2.jpeg;ChIJJ4TRRR2dX0YR3DuE5G85uTM;4.8;25;
gym_000358;Hurtigtorpets Utegym;59.7853808;14.5436382;;Hurtigtorpets Utegym, Mogrensvägen, Kronhagen, Hurtigtorpet, Hällefors, Hällefors kommun, Örebro län, 712 32, Sverige;;;;;;;
gym_000359;Husarviksparkens utegym;59.360598;18.095796;Stockholm;Labradorgatan 24, 11548, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/husarviksparkens-utegym;Detta utegym ligger vid strandpromenaden längs Husarviken i Norra Djurgårdsstaden. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/e09937b1-8c27-4bf9-a986-a2cd953c388f.jpg;;;;
gym_000360;Husby gårds utegym;59.40718;17.918896;Stockholm;Husby gård, 16430, Kista;https://motionera.stockholm/hitta-utegym/utegym/husby-gards-utegym;Välkommen till Husby gårds utegym. Här tränar du kondition, balans och styrka på redskap med vikter som du ställer in själv. Utrustningen passar både för dig som är nybörjare och för dig som är van att träna på gym. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Längre ned på sidan hittar du olika träningsprogram som du kan göra själv. Buss: Närmaste busshållplats Trondheimsgatan (cirka 600 meter) eller Bergengatan (cirka 650 meter). Parkering: Det saknas parkering för allmänheten vid Husby gård. Närmaste parkering finns på Trondheimsgatan. Utegymmet är till för spontanidrott och kan inte bokas. Kom ihåg att visa hänsyn till närboende och andra besökare. Om det är många som vill träna samtidigt, tänk på att samsas och ge alla möjlighet att träna. Utegymmet ligger vid Husby gård. Här finns kafé, konsthall och ett fritidsbibliotek. Utomhus hittar du en fin park, lekplats, stora gräsytor med grillplatser och tillgång till dricksvatten och toaletter under sommarsäsongen. Precis intill utegymmet finns en asfalterad tennisbana samt en beachvolleyplan. Husby gårds utegym kom till genom ett medborgarförslag, och utformningen av gymmet togs fram med hjälp av en medborgarbudget. I medborgarbudgeten fick invånare i Järva komma med förslag och synpunkter på vad utegymmet skulle innehålla. Därefter genomfördes en omröstning mellan två alternativ, baserade på invånarnas förslag. Gör 10–15 repetitioner, 1–3 set (omgångar) på varje övning. Vila cirka 1 minut mellan seten om du tränar flera set och träna i den takt som passar dig. Gör 10–15 repetitioner, 1–3 set (omgångar) på varje övning. Vila cirka 1 minut mellan seten om du tränar flera set. 40 sekunders träning på valfri övning i programmet. Vila 20 sekunder och gå samtidigt vidare till nästa övning. Gör alla övningar i programmet, 1–3 varv. Anpassa vikt och tempo så att du orkar jobba 40 sekunder. Välj den cykel som passar dig. Cykla 10–15 minuter i samtalstempo – ett tempo där du blir lite andfådd men klar;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/c7a2bf5f-9605-441a-85c8-699d7f7ade1b.jpg;ChIJs5alXQCfX0YR5wJcvxFd-N0;4.0;1;
gym_000361;Huskvarna utegym;57.8594894;14.3096841;Huskvarna;Vistakullevägen 4, 561 46 Huskvarna;;;;;;;
gym_000362;Husums Utegym;63.337502;19.1709654;Husum;Sandviksvägen, 896 31 Husum;;;;ChIJp12L8CejfEYRTov9AbGAKuM;4.1;13;
gym_000363;Hvitfeldtskas utegym;57.6952659;11.9740136;;;;;;ChIJZ_SJN-DzT0YR3_GZ8tFKS9Y;4.9;31;
gym_000364;Hyllie – vid motionsspåret;55.56867;13.00752;Malmö;Söderkullagatan 23G, 215 58 Malmö, Sweden;;Ett av Hyllies utegym ligger mitt i den framväxande stadsdelen. Ett 10 kilometer långt motionsspår ”Hylliemilen” går förbi utegymmet.;;;;;
gym_000365;Hyllievångsparkens utegym;55.5607172;12.977356;Malmö;215 35 Malmö;;;;ChIJF65yP7KhU0YRSaaTaaU_gI0;4.0;2;
gym_000366;Idrottsvägens utegym;57.6457556;11.9944929;Mölndal;Idrottsvägen 13, 431 62 Mölndal;;Vid detta utegym finns det step up-brädor och redskap för pull ups och push ups samt stegar och rodd- och stegmaskin. Det ligger vid Åby idrotts­center.;https://www.molndal.se/images/18.455ddee518002b85c4ea3d74/1744359554500/utegym_idrottsv855x500tef.webp;ChIJ4aOsJQDzT0YRt6SZm6Pnc2E;5.0;1;
gym_000367;Idtjärnet (utegym 2344);57.80749576955857;12.06852436065674;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=7269;Här kan du träna med kroppsvikten som motstånd på ett tiotal olika träningsredskap. Exempelvis chins, dips, sit-ups, battle rope, balansbana och hoppstubbar. Närmaste hållplats : Vågmästareplatsen Här kan du träna med kroppsvikten som motstånd på ett tiotal olika träningsredskap. Exempelvis chins, dips, sit-ups, battle rope, balansbana och hoppstubbar. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/649940a6c89f7b2c3bcdf0b7_649bf4d2c89f7b2c3bfe9923_large.jpg;;;;
gym_000368;Industriledens utegym;59.5329912;13.5073556;Forshaga;Industrileden, Skivsta, Nyback, Forshaga, Forshaga kommun, Värmlands län, 667 30, Sverige;;;;;;;
gym_000369;Ingefärans näridrottsplats;57.808845470652635;12.028142407432592;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=3735;Här finns motionsredskapsyta, gungor, sandlåda, rutschkana, fjädergungor, basketplan, boulebana med sittplatser. Här finns också en naturlek med stock, koja och klätterträd. Närmaste hållplats: Saffransgatan eller Timjansgatan. Här finns motionsredskapsyta, gungor, sandlåda, rutschkana, fjädergungor, basketplan, boulebana med sittplatser. Här finns också en naturlek med stock, koja och klätterträd. Närmaste hållplats: Saffransgatan eller Timjansgatan. ;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a2d9cfc4d247cca9d306_666aad962d3fc40b32e35aa1_large.jpg;;;;
gym_000370;Jaktskyttebanans utegym;58.6306715;15.3187121;Borensberg;211, Kvarn, Motala kommun, Östergötlands län, Sverige;;;;;;;
gym_000371;Jämmerberget (utegym 2078);57.79589071350018;11.980157716026566;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=6488;Ett naturgym med fyra träningsredskap i trä och metall. Gymmet ligger i anslutning till motionsspår och ligger nära Vättlestugan. Närmaste hållplats: Kryddnejlikegatan Ett naturgym med fyra träningsredskap i trä och metall. Gymmet ligger i anslutning till motionsspår och ligger nära Vättlestugan.;https://s3.eu-north-1.amazonaws.com/gbg.serviceguiden/61e0a3a4cfc4d247ccaa8068_6347d380118251387c469a5e_large.jpg;ChIJmxHYgKD1T0YRx8BAsl8YUhU;;;
gym_000372;Jämtlandsgatans utegym;62.7036023;12.3892586;Ramundberget;Bergarvägen, Ramundberget, Härjedalens kommun, Jämtlands län, Sverige;;;;;;;
gym_000373;Järabackens utegym;57.7663152;14.2321375;Jönköping;"31;40;47, Rosenberg, Jönköping, Jönköpings kommun, 554 56, Sverige";;;;;;;
gym_000374;Järna IPs utegym;59.0961498458305;17.5592529169967;Södertälje;;;Järna IP (tidigare Ljungbacken) Här finns det tunga stockar och anpassat för alla typer av övningar, det finns även en hinderbana.;;;;;
gym_000375;Järnvägsparken Stångbys utegym;55.7488948;13.2001116;Lund;Bomvägen 20, 226 51 Lund;;;;;;;
gym_000376;Järnvägsparkens utegym;59.435706;18.0561982;Täby;187 48 Täby;;;;;;;
gym_000377;Järvastadens Utegym;59.3852051;17.9846285;Solna;Gunnarbovägen, Agnesberg, Järva, Solna, Solna kommun, Stockholms län, 170 62, Sverige;;;;;;;
gym_000378;Järvastadens Utegym;59.3868762;17.9823121;;Järvastadens Utegym, Igelbacken, Järva, Solna, Solna kommun, Stockholms län, 170 62, Sverige;https://www.jarvastaden.se/index.php/senaste-nytt/1533-har-du-provat-utegymet-i-jarvastaden;;;;;;
gym_000379;Järvsta utegym;60.6485964;17.1805478;Gävle;Gammelbyn, Järvstaholm, Gammelbyn, Gävle, Gävle kommun, Gävleborgs län, 802 91, Sverige;;;;;;;
gym_000380;Jeppa vallens utegym;55.9322253;13.5558055;Höör;Ystadsvägen 2, 2, 243 30 Höör;;;;;;;
gym_000381;Johan skytteskolans utegym;59.277751;17.9826;Stockholm;Västerängsvägen 21, 12558, Älvsjö;https://motionera.stockholm/hitta-utegym/utegym/johan-skytteskolans-utegym;Invid Johan skytteskolan finns ett utegym. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/25d1e00a-91f7-4aa5-94cb-af4ae34ec958.jpeg;;;;
gym_000382;Johannesfreds utegym;59.344627;17.970338;Stockholm;Johannesfredsvägen 12, 16869, Bromma;https://motionera.stockholm/hitta-utegym/utegym/johannesfreds-utegym;Välkommen till Johannesfreds utegym som stod klart våren 2025. Här tränar du funktionellt med hjälp av din egna kroppsvikt och bygger upp muskelstyrka liksom smidighet och koordination. Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Redskapen är gjorda av trä med detaljer av metall och underlaget är grus. Utegymmet ligger i ett lugnt område längs med den asfalterade gångvägen nära vattnet, nedanför Jehanders/Heidelberg. Tvärbanans station Johannesfred ligger endast ett par minuter bort.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/409ff29a-4d02-4667-9b9d-9d9581551a16.jpg;;;;
gym_000383;Johanneskyrkans utegym;57.5836644;12.092513;;Johanneskyrkans utegym, Annestorpsvägen, Lindome, Mölndals kommun, Västra Götalands län, 437 33, Sverige;https://johanneskyrkan.com/gym/;;;;;;
gym_000384;Johanneslunds utegym;58.3949346;15.6678876;Linköping;587 25 Linköping;;;;ChIJMb9TxOpuWUYR06JWL9m166c;4.1;46;
gym_000385;Johannisdalsskogens utegym;59.5279327;16.0003815;;Johannisdalsskogens utegym, Älgstigen, Skogsborg, Köping, Köpings kommun, Västmanlands län, 731 98, Sverige;;;;ChIJixPmDgCBXkYR3siTTluNRT4;4.0;1;
gym_000386;Jönköpings utegym;57.7748658;14.1488229;Jönköping;Åsenvägen 11, 553 31 Jönköping;;;;ChIJlUiU_attWkYRCWUbvip2srw;4.4;24;
gym_000387;Jönköpings utegym 2;57.7804354;14.1661359;Jönköping;Vallgatan 3, 553 16 Jönköping;;;;ChIJcc9-zeptWkYRPJmGG3bkzb8;4.4;362;
gym_000388;Jordbodalens Bootcamp-utegym;56.0359552;12.7283429;Helsingborg;Jordbogatan, 256 56 Helsingborg;;;;ChIJ3ZII9QAzUkYRCnhjByhefGA;4.3;52;
gym_000389;Jörlandas utegym;57.9841235;11.828355;Jörlanda;2, Novavägen, Kyrkeby, Jörlanda, Stenungsunds kommun, Västra Götalands län, 444 65, Sverige;;;;;;;
gym_000390;Judarängens utegym;59.342046;17.906714;Stockholm;Färjestadsvägen 3, 16851, Bromma;https://motionera.stockholm/hitta-utegym/utegym/judarangens-utegym;Klicka på Mina favoriter för att jämföra dina sparade verksamheter. Utegymmet ligger i Judarskogens naturreservat vid entrén från Färjestadsvägen. Det är ett utegym i trä med ett underlag av träflis. Gymmet är belyst. Information om övningar finns på en anslagstavla. Utegymmet ligger nära Ängbyplans tunnelbana.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/f9a0d2cf-09e9-4012-8155-b1b2538883c0.jpeg;;;;
gym_000391;Judarskogens utegym;59.340791;17.9068068;Bromma;Färjestadsvägen 3, 168 51 Bromma;;;;ChIJ17rjZTl1X0YR6ERyUO31y0o;4.6;7;
gym_000392;Jungfrusunds utegym;59.2716892;17.8422062;Ekerö;Sågställarvägen 26-34, 178 51 Ekerö;;;;;;;
gym_000393;Jungfrusundsvägens utegym;59.2741168;17.8260658;Ekerö;Jungfrusundsvägen, 178 38 Ekerö;https://www.upplevekero.se/se--gora/sport--fritid/elljusspar--utegym;;;ChIJa8x2VR51X0YR648MYtrwoYQ;5.0;1;
gym_000394;Jungfruvikens utegym;57.686470;11.666850;Hönö;;;Jungfruvikens utegym är ett välutrustat och ligger nära Hönö kyrkogård. ;;ChIJm2SeTYaPT0YRgeyvAplO-Nc;3.5;4;
gym_000395;Kaknäs utegym;59.337164;18.141284;Stockholm;Kaknäsvägen, 11527, Stockholm;https://motionera.stockholm/hitta-utegym/utegym/kaknas-utegym;Utegymmet ligger i anslutning till motionsspåret i Kaknäs vid Sjöfartsverkets fritidsanläggning och är belyst till 22.00. Klicka på Mina favoriter för att jämföra dina sparade verksamheter.;https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/41dd5d98-5765-46a2-a3c3-54d80aac5ad9.jpeg;;;;
gym_000396;Kålgårdens utegym;60.6195357;15.6192867;Falun;Tegelvägen 2, 791 70 Falun;;;;ChIJO4wk_qNxZ0YRE3oesHC93YA;3.3;3;
gym_000397;Kålgårdsparkens utegym;57.7737745;14.1803693;Jönköping;553 23 Jönköping;;;;ChIJtytDX8ltWkYRCI18JV75Q_8;3.3;3;
gym_000398;Kalhälls utegym;59.4561413;17.8196887;Kalhäll;Termovägen, Lilla Ulvsättra, Villastaden, Järfälla kommun, Stockholms län, 176 77, Sverige;;;;;;;
gym_000399;Källbotten IKs utegym;60.2080774;15.2135106;Ludvika;771 92 Ludvika;;;;;;;
gym_000400;Kallhällsspårets utegym;59.4492654;17.7970208;Järfälla;Fabriksvägen, 176 71 Järfälla;https://naturkartan.se/sv/jarfalla/kallhallssparet-utegym;;;ChIJrYJmXHmhX0YRCFXiUANA2aY;3.3;7;
gym_000401;Källö-Knippla utegym;57.755178;1.6545481;Göteborg;"Källö-Knippla;Tranbärsvägen 24";https://www.knippla.se/;Källö-Knipplas fina utegym ligger vackert på klipporna bredvid fotbollsplanen vid badplatsen.;;ChIJfToFRo-HT0YRC1JgwwIn-vI;;;
gym_000402;Källparkens utegym;59.1847356;17.4288425;Nykvarn;Furuborgsvägen, Nykvarn, Nykvarns kommun, Stockholms län, 155 30, Sverige;;;;ChIJw83XL94RX0YR6fwUJSyA2rc;3.6;14;
gym_000403;Kålltorpsskolan näridrottsplats;57.7156713388527;12.032767991941963;Göteborg;;https://goteborg.se/wps/portal/start/uppleva-och-gora/idrott-motion-och-friluftsliv/motion-och-halsa/utomhusmotion/hitta-utegym-och-utetraning?id=3935;Här finns bollplan med multimål och en linjerad basketplan. Det finns löparbana och längdhoppsgrop. Dessutom en klätterställning och en iordninggjord gräsyta. Närmaste hållplatser: Solrosgatan, Qvidingsgatan, Studiegången. Näridrottsplatsen sköts av stadsfastigheter. Om du upptäcker skadegörelse eller trasiga redskap, ring felanmälan på 031-365 03 65. ;;ChIJlRrgKQD1T0YRaaP_pfQqK38;;;
